company,year,listing_date,first_day_return,file_stem,chars,words,n_numbered_items,max_item_number,n_sequence_gaps,sequence_gaps,is_ocr,n_criminal_proceedings,n_regulatory_action,n_customer_concentration,n_supplier_concentration,n_promoter_pledge_narrow,n_promoter_pledge_broad,n_going_concern,n_auditor_qualification,n_contingent_liabilities,n_pending_approvals,n_related_party,n_litigation_general,n_rupee_near_litigation,n_rupee_near_contingent,n_rupee_near_related_party,extraction_status,extraction_family
KRN Heat Exchanger & Refrigeration Ltd.,2024,2024-10-03,1.1747727272727273,KRN_Heat_Exchanger___Refrigeration_Ltd_,209714,32170,89,92,3,"8,19,32",False,0,4,2,2,0,2,0,0,8,0,8,2,0,3,0,ok,ok
Diffusion Engineers Ltd.,2024,2024-10-04,0.1747023809523809,Diffusion_Engineers_Ltd_,211505,33025,80,80,0,,False,0,8,2,2,0,2,0,0,0,0,9,8,3,0,0,ok,ok
Garuda Construction & Engineering Ltd.,2024,2024-10-15,0.1245263157894736,Garuda_Construction___Engineering_Ltd_,195681,30436,86,86,0,,False,5,1,0,0,0,2,0,0,0,0,7,7,0,0,0,ok,ok
Hyundai Motor India Ltd.,2024,2024-10-22,-0.0712244897959183,Hyundai_Motor_India_Ltd_,270535,42195,94,94,0,,False,2,3,0,0,0,1,0,0,15,0,9,17,7,0,0,ok,ok
Deepak Builders & Engineers India Ltd.,2024,2024-10-28,-0.2024630541871921,Deepak_Builders___Engineers_India_Ltd_,199952,31299,82,82,0,,False,8,10,0,0,0,9,0,1,10,1,3,20,21,1,1,ok,ok
Waaree Energies Ltd.,2024,2024-10-28,0.5547571523619429,Waaree_Energies_Ltd_,232106,36348,92,92,0,,False,0,7,11,3,0,1,0,3,8,0,15,6,2,4,18,ok,ok
Godavari Biorefineries Ltd.,2024,2024-10-30,-0.0259943181818181,Godavari_Biorefineries_Ltd_,172772,26717,76,77,1,35,False,1,16,2,4,0,1,0,0,4,0,5,6,0,0,0,ok,ok
Afcons Infrastructure Ltd.,2024,2024-11-04,0.0249460043196544,Afcons_Infrastructure_Ltd_,231169,35888,93,93,0,,False,0,9,0,0,0,20,2,0,9,1,6,13,12,0,0,ok,ok
Sagility India Ltd.,2024,2024-11-12,-0.0213333333333333,Sagility_India_Ltd_,152943,23572,66,66,0,,False,0,4,0,0,0,9,0,1,0,0,10,6,2,0,0,ok,ok
ACME Solar Holdings Ltd.,2024,2024-11-13,-0.1228373702422145,ACME_Solar_Holdings_Ltd_,214069,33521,81,81,0,,False,0,2,0,6,0,19,1,5,4,1,19,13,0,0,0,ok,ok
Swiggy Ltd.,2024,2024-11-13,0.169102564102564,Swiggy_Ltd_,204927,31922,84,84,0,,False,1,11,0,0,0,2,0,0,8,0,11,8,3,0,1,ok,ok
Niva Bupa Health Insurance Co.Ltd.,2024,2024-11-14,0.0,Niva_Bupa_Health_Insurance_Co_Ltd_,251741,39309,79,79,0,,False,2,18,0,0,0,0,1,8,9,0,6,8,16,3,0,ok,ok
Zinka Logistics Solutions Ltd.,2024,2024-11-22,-0.0468864468864469,Zinka_Logistics_Solutions_Ltd_,186680,28977,75,75,0,,False,2,6,0,3,0,0,0,2,0,0,7,6,0,0,0,ok,ok
NTPC Green Energy Ltd.,2024,2024-11-27,0.1305555555555555,NTPC_Green_Energy_Ltd_,275219,42352,98,98,0,,False,0,7,0,7,0,1,0,4,1,1,8,7,0,0,0,ok,ok
Enviro Infra Engineers Ltd.,2024,2024-11-29,0.3986486486486486,Enviro_Infra_Engineers_Ltd_,198855,31092,62,84,22,"1,5,6,8,12,13,14,15,16,17,18,20,21,22,27,28,29,32,40,47",False,0,0,0,0,0,1,0,0,7,0,1,5,0,0,0,ok,ok
Suraksha Diagnostic Ltd.,2024,2024-12-06,-0.0522675736961451,Suraksha_Diagnostic_Ltd_,177537,27467,72,72,0,,False,0,4,0,7,0,14,0,4,7,1,6,10,0,0,0,ok,ok
One Mobikwik Systems Ltd.,2024,2024-12-18,0.900716845878136,One_Mobikwik_Systems_Ltd_,259787,39914,80,80,0,,False,10,6,0,0,0,1,0,1,3,0,7,13,11,0,0,ok,ok
Sai Life Sciences Ltd.,2024,2024-12-18,0.3939890710382512,Sai_Life_Sciences_Ltd_,199288,30411,76,76,0,,False,0,4,6,2,0,11,0,0,5,0,1,6,0,0,0,ok,ok
Vishal Mega Mart Ltd.,2024,2024-12-18,0.4352564102564103,Vishal_Mega_Mart_Ltd_,148689,23184,60,60,0,,False,0,3,0,0,0,1,0,2,6,1,9,5,4,1,8,ok,ok
Inventurus Knowledge Solutions Ltd.,2024,2024-12-19,0.4749811888638073,Inventurus_Knowledge_Solutions_Ltd_,5007,764,1,1,0,,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,ok
International Gemmological Institute (India) Ltd.,2024,2024-12-20,0.1274580335731414,International_Gemmological_Institute__India__Ltd_,170620,26500,66,66,0,,False,0,5,5,0,0,1,1,6,6,0,10,9,0,0,2,ok,ok
Mamata Machinery Ltd.,2024,2024-12-27,1.5923868312757203,Mamata_Machinery_Ltd_,134758,20707,68,68,0,,False,0,3,10,2,0,1,0,0,4,0,9,2,0,0,9,ok,ok
DAM Capital Advisors Ltd.,2024,2024-12-27,0.4666077738515901,DAM_Capital_Advisors_Ltd_,170655,26193,7,55,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21",False,1,19,0,0,0,2,0,0,7,0,15,7,0,0,0,ok,ok
Sanathan Textiles Ltd.,2024,2024-12-27,0.2118380062305296,Sanathan_Textiles_Ltd_,235020,35547,4,26,22,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23",False,0,10,3,0,0,2,0,1,7,0,11,7,5,3,0,ok,ok
Concord Enviro Systems Ltd.,2024,2024-12-27,0.181811697574893,Concord_Enviro_Systems_Ltd_,246121,38090,86,86,0,,False,1,3,3,1,0,0,1,0,7,2,9,12,1,6,1,ok,ok
Transrail Lighting Ltd.,2024,2024-12-27,0.2807870370370369,Transrail_Lighting_Ltd_,173600,27107,71,71,0,,False,1,10,0,0,0,1,0,0,9,0,7,7,9,0,0,ok,ok
Senores Pharmaceuticals Ltd.,2024,2024-12-30,0.4265984654731456,Senores_Pharmaceuticals_Ltd_,238115,36734,96,96,0,,False,0,9,5,1,0,0,1,5,4,0,9,11,1,0,0,ok,ok
Carraro India Ltd.,2024,2024-12-30,-0.0961647727272728,Carraro_India_Ltd_,238734,37026,77,77,0,,False,1,5,10,3,0,1,0,6,19,0,8,8,3,0,0,ok,ok
Ventive Hospitality Ltd.,2024,2024-12-30,0.0957231726283047,Ventive_Hospitality_Ltd_,246933,38326,84,84,0,,False,0,2,0,0,0,1,0,5,14,0,20,7,0,0,0,ok,ok
Unimech Aerospace & Manufacturing Ltd.,2024,2024-12-31,0.7492993630573249,Unimech_Aerospace___Manufacturing_Ltd_,243092,37331,98,98,0,,False,1,3,22,3,0,2,0,3,4,0,11,5,0,0,0,ok,ok
Indo Farm Equipment Ltd.,2025,2025-01-07,0.2683720930232557,Indo_Farm_Equipment_Ltd_,176445,27479,83,83,0,,False,3,3,2,5,0,1,0,0,4,1,7,7,2,1,13,ok,ok
Standard Glass Lining Technology Ltd.,2025,2025-01-13,0.1662857142857143,Standard_Glass_Lining_Technology_Ltd_,201153,31335,90,90,0,,False,0,0,5,2,0,1,0,5,6,0,13,2,0,0,0,ok,ok
Quadrant Future Tek Ltd.,2025,2025-01-14,0.5474137931034483,Quadrant_Future_Tek_Ltd_,208061,32347,79,79,0,,False,4,6,8,5,0,1,0,2,9,0,5,4,0,0,11,ok,ok
Laxmi Dental Ltd.,2025,2025-01-20,0.2865654205607476,Laxmi_Dental_Ltd_,221461,33854,71,71,0,,False,2,6,0,24,0,1,0,4,9,0,6,10,0,0,4,ok,ok
Stallion India Fluorochemicals Ltd.,2025,2025-01-23,0.3998888888888888,Stallion_India_Fluorochemicals_Ltd_,124265,19187,3,3,0,,False,0,3,3,3,0,2,0,2,8,1,9,4,1,0,0,ok,ok
Denta Water & Infra Solutions Ltd.,2025,2025-01-29,0.1784013605442176,Denta_Water___Infra_Solutions_Ltd_,181937,28368,84,84,0,,False,0,3,7,6,0,1,0,3,6,0,3,8,0,0,0,ok,ok
Dr.Agarwal's Health Care Ltd.,2025,2025-02-04,-0.0011194029850745,Dr_Agarwal_s_Health_Care_Ltd_,203841,31569,75,75,0,,False,1,8,0,0,0,10,0,0,8,1,5,8,0,0,0,ok,ok
Ajax Engineering Ltd.,2025,2025-02-17,-0.0531001589825118,Ajax_Engineering_Ltd_,181953,27897,70,70,0,,False,0,5,0,0,0,2,0,1,6,1,6,5,1,3,9,ok,ok
Hexaware Technologies Ltd.,2025,2025-02-19,0.0788841807909604,Hexaware_Technologies_Ltd_,199708,30749,74,74,0,,False,0,8,13,0,0,2,0,0,7,0,5,4,0,0,0,ok,ok
Quality Power Electrical Equipments Ltd.,2025,2025-02-24,-0.0892941176470588,Quality_Power_Electrical_Equipments_Ltd_,152569,23699,66,66,0,,False,0,0,11,0,0,1,0,0,4,0,0,6,0,0,0,ok,ok
Ather Energy Ltd.,2025,2025-05-06,-0.057632398753894,Ather_Energy_Ltd_,257110,39844,96,99,3,"79,80,81",False,3,9,0,2,0,10,1,5,9,0,8,9,13,6,1,ok,ok
Borana Weaves Ltd.,2025,2025-05-27,0.1810185185185185,Borana_Weaves_Ltd_,172343,26912,70,70,0,,False,1,6,6,3,0,1,0,0,4,0,11,5,2,1,0,ok,ok
Belrise Industries Ltd.,2025,2025-05-28,0.0818888888888889,Belrise_Industries_Ltd_,183948,28333,75,75,0,,False,2,11,0,1,0,0,0,0,6,0,17,6,3,2,0,ok,ok
Schloss Bangalore Ltd.,2025,2025-06-02,0.0012643678160919,Schloss_Bangalore_Ltd_,278592,43286,94,94,0,,False,1,7,0,0,0,18,3,5,11,0,4,8,5,0,3,ok,ok
Aegis Vopak Terminals Ltd.,2025,2025-06-02,0.0295744680851063,Aegis_Vopak_Terminals_Ltd_,140793,22022,64,64,0,,False,1,0,9,0,0,1,0,0,4,0,9,2,0,0,7,ok,ok
Prostarm Info Systems Ltd.,2025,2025-06-03,0.2023809523809523,Prostarm_Info_Systems_Ltd_,197994,30537,85,85,0,,False,13,21,2,1,0,1,0,0,9,0,9,8,0,2,0,ok,ok
Scoda Tubes Ltd.,2025,2025-06-04,0.049642857142857,Scoda_Tubes_Ltd_,197575,30649,91,92,1,50,False,1,4,12,1,0,1,0,0,7,0,6,5,0,0,0,ok,ok
Oswal Pumps Ltd.,2025,2025-06-20,0.0177524429967426,Oswal_Pumps_Ltd_,216366,33607,87,87,0,,False,0,8,12,7,0,1,0,0,8,0,14,5,0,2,0,ok,ok
Arisinfra Solutions Ltd.,2025,2025-06-25,-0.2157657657657657,Arisinfra_Solutions_Ltd_,194090,30204,74,74,0,,False,0,2,13,0,0,1,0,5,0,0,7,5,4,0,0,ok,ok
Kalpataru Ltd.,2025,2025-07-01,0.0478260869565217,Kalpataru_Ltd_,206692,31941,76,76,0,,False,4,10,0,0,0,19,8,9,4,0,8,12,0,0,0,ok,ok
Ellenbarrie Industrial Gases Ltd.,2025,2025-07-01,0.3530000000000001,Ellenbarrie_Industrial_Gases_Ltd_,200635,31125,93,93,0,,False,2,9,2,0,0,1,0,0,7,0,7,9,0,0,0,ok,ok
Globe Civil Projects Ltd.,2025,2025-07-01,0.3340845070422535,Globe_Civil_Projects_Ltd_,252678,38994,10,78,68,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26",False,1,1,0,1,0,1,0,6,10,0,6,9,6,0,0,ok,ok
HDB Financial Services Ltd.,2025,2025-07-02,0.1363513513513513,HDB_Financial_Services_Ltd_,215617,33341,85,85,0,,False,1,14,0,0,0,2,0,0,8,0,1,8,8,4,0,ok,ok
Sambhv Steel Tubes Ltd.,2025,2025-07-02,0.1899999999999999,Sambhv_Steel_Tubes_Ltd_,214057,32758,76,79,3,"69,70,73",False,0,3,1,9,0,1,0,8,8,0,28,8,3,0,0,ok,ok
Indogulf Cropsciences Ltd.,2025,2025-07-03,-0.0018018018018018,Indogulf_Cropsciences_Ltd_,184443,28462,82,82,0,,False,3,8,3,1,0,1,0,0,4,1,12,7,0,0,0,ok,ok
Crizac Ltd.,2025,2025-07-09,0.2548979591836734,Crizac_Ltd_,148881,23066,74,77,3,"9,10,11",False,0,2,0,0,0,2,0,2,0,0,6,2,0,0,1,ok,ok
Travel Food Services Ltd.,2025,2025-07-14,-0.0225454545454545,Travel_Food_Services_Ltd_,235389,36542,33,88,55,"1,2,3,4,5,6,7,8,9,10,12,13,14,17,19,20,21,22,23,24",False,0,1,0,1,0,3,0,6,6,0,8,7,2,4,1,ok,ok
Smartworks Coworking Spaces Ltd.,2025,2025-07-17,0.0936117936117936,Smartworks_Coworking_Spaces_Ltd_,230407,35829,72,72,0,,False,9,2,0,0,0,18,0,14,9,1,19,23,3,0,2,ok,ok
Anthem Biosciences Ltd.,2025,2025-07-21,0.2813157894736842,Anthem_Biosciences_Ltd_,224698,34801,85,85,0,,False,1,5,19,2,0,1,0,1,6,0,3,3,0,0,3,ok,ok
GNG Electronics Ltd.,2025,2025-07-30,0.4071729957805907,GNG_Electronics_Ltd_,177482,27506,80,80,0,,False,0,1,16,7,0,1,0,0,4,0,14,5,0,0,1,ok,ok
Indiqube Spaces Ltd.,2025,2025-07-30,-0.080590717299578,Indiqube_Spaces_Ltd_,166931,26021,77,82,5,"25,26,29,31,40",False,1,1,0,0,0,1,0,5,0,0,11,5,0,0,0,ok,ok
Brigade Hotel Ventures Ltd.,2025,2025-07-31,-0.051111111111111,Brigade_Hotel_Ventures_Ltd_,218999,34244,86,86,0,,False,3,1,0,0,0,2,0,7,6,1,23,3,0,0,0,ok,ok
Shanti Gold International Ltd.,2025,2025-08-01,0.1517587939698491,Shanti_Gold_International_Ltd_,173802,26952,71,71,0,,False,3,4,3,0,0,1,0,0,4,0,8,10,0,0,0,ok,ok
Aditya Infotech Ltd.,2025,2025-08-05,0.606074074074074,Aditya_Infotech_Ltd_,217338,33287,101,102,1,100,False,1,5,8,5,0,2,0,4,5,0,14,9,2,0,3,ok,ok
Laxmi India Finance Ltd.,2025,2025-08-05,-0.1518987341772152,Laxmi_India_Finance_Ltd_,176014,27197,74,74,0,,False,1,8,0,0,0,1,1,6,6,0,7,5,2,0,0,ok,ok
National Securities Depository Ltd.,2025,2025-08-06,0.17,National_Securities_Depository_Ltd_,208606,32025,78,78,0,,False,1,28,0,0,0,20,1,0,9,0,6,11,1,2,5,ok,ok
M&B Engineering Ltd.,2025,2025-08-06,0.0627272727272726,M_B_Engineering_Ltd_,231920,36000,89,89,0,,False,0,4,5,5,0,0,0,0,8,0,11,8,2,0,0,ok,ok
Sri Lotus Developers & Realty Ltd.,2025,2025-08-06,0.3123333333333333,Sri_Lotus_Developers___Realty_Ltd_,178161,27605,80,80,0,,False,1,4,0,0,0,1,1,0,5,0,8,7,0,0,0,ok,ok
Highway Infrastructure Ltd.,2025,2025-08-12,0.7548571428571429,Highway_Infrastructure_Ltd_,167463,26042,82,82,0,,False,1,7,0,0,0,0,0,0,8,3,11,6,0,3,3,ok,ok
JSW Cement Ltd.,2025,2025-08-14,-0.0064625850340135,JSW_Cement_Ltd_,250223,39478,59,59,0,,False,1,13,0,0,0,1,10,0,9,1,6,14,3,0,2,ok,ok
All Time Plastics Ltd.,2025,2025-08-14,0.03,All_Time_Plastics_Ltd_,204448,31822,78,78,0,,False,1,8,5,5,0,1,1,0,1,0,12,2,4,1,0,ok,ok
BlueStone Jewellery & Lifestyle Ltd.,2025,2025-08-19,0.0560928433268858,BlueStone_Jewellery___Lifestyle_Ltd_,255282,39531,96,96,0,,False,4,8,0,5,0,13,0,5,0,0,15,24,10,0,0,ok,ok
Regaal Resources Ltd.,2025,2025-08-20,0.290686274509804,Regaal_Resources_Ltd_,160821,24868,59,59,0,,False,0,6,7,0,0,2,0,0,5,0,5,5,0,0,0,ok,ok
Patel Retail Ltd.,2025,2025-08-26,0.1362745098039215,Patel_Retail_Ltd_,220037,34242,96,97,1,9,False,5,5,4,3,0,2,0,0,8,0,9,3,0,0,7,ok,ok
Gem Aromatics Ltd.,2025,2025-08-26,-0.018153846153846,Gem_Aromatics_Ltd_,196509,30534,84,85,1,21,False,0,5,11,9,0,1,1,0,7,0,6,6,1,2,0,ok,ok
Shreeji Shipping Global Ltd.,2025,2025-08-26,0.0103174603174602,Shreeji_Shipping_Global_Ltd_,174165,26708,73,74,1,18,False,0,3,16,0,0,1,0,0,7,0,7,4,0,0,1,ok,ok
Vikram Solar Ltd.,2025,2025-08-26,0.0736445783132529,Vikram_Solar_Ltd_,268372,41771,95,96,1,5,False,2,5,12,8,0,13,0,8,6,0,13,13,1,0,0,ok,ok
Mangal Electrical Industries Ltd.,2025,2025-08-28,-0.048217468805704,Mangal_Electrical_Industries_Ltd_,168376,25691,79,79,0,,False,0,5,5,1,0,1,0,0,7,1,11,2,0,0,2,ok,ok
Anlon Healthcare Ltd.,2025,2025-09-03,0.0072527472527472,Anlon_Healthcare_Ltd_,197978,30237,91,91,0,,False,7,7,4,2,0,1,0,0,10,0,10,5,0,3,1,ok,ok
Vikran Engineering Ltd.,2025,2025-09-03,-0.014020618556701,Vikran_Engineering_Ltd_,245288,37172,40,93,53,"1,2,4,6,8,9,11,12,13,14,16,17,18,20,23,25,30,32,33,51",False,6,5,2,2,0,0,1,4,9,0,5,18,6,0,0,ok,ok
Amanta Healthcare Ltd.,2025,2025-09-09,0.1162698412698413,Amanta_Healthcare_Ltd_,201612,31226,67,67,0,,False,2,7,0,1,0,2,0,9,8,0,10,13,1,0,0,ok,ok
Shringar House of Mangalsutra Ltd.,2025,2025-09-17,0.1203030303030302,Shringar_House_of_Mangalsutra_Ltd_,176199,27349,39,84,45,"1,2,3,5,6,7,9,11,16,17,19,20,22,23,24,25,26,27,31,32",False,1,6,0,3,0,2,0,1,1,0,12,2,0,0,0,ok,ok
Dev Accelerator Ltd.,2025,2025-09-17,0.0550819672131147,Dev_Accelerator_Ltd_,190082,29693,76,76,0,,False,2,1,2,0,0,1,0,1,6,0,9,5,0,0,0,ok,ok
Urban Co.Ltd.,2025,2025-09-17,0.6218446601941748,Urban_Co_Ltd_,240228,37109,79,79,0,,False,0,6,0,0,0,0,0,0,9,1,7,8,4,0,1,ok,ok
Euro Pratik Sales Ltd.,2025,2025-09-23,0.0050607287449392,Euro_Pratik_Sales_Ltd_,198654,30475,69,69,0,,False,2,4,0,0,0,2,0,0,4,0,19,9,0,2,3,ok,ok
VMS TMT Ltd.,2025,2025-09-24,0.0075757575757575,VMS_TMT_Ltd_,201190,31318,88,88,0,,False,1,13,4,0,0,1,0,0,6,0,21,7,1,0,2,ok,ok
Ivalue Infosolutions Ltd.,2025,2025-09-25,-0.0576923076923076,Ivalue_Infosolutions_Ltd_,147293,22721,65,65,0,,False,0,2,0,0,0,2,0,2,4,0,5,6,0,0,0,ok,ok
GK Energy Ltd.,2025,2025-09-26,0.0964052287581699,GK_Energy_Ltd_,159436,24822,74,74,0,,False,0,3,2,1,0,4,0,0,4,0,7,2,0,0,0,ok,ok
Saatvik Green Energy Ltd.,2025,2025-09-26,-0.0544086021505376,Saatvik_Green_Energy_Ltd_,165420,25813,72,72,0,,False,1,2,7,6,0,1,0,1,4,0,11,4,0,0,0,ok,ok
Ganesh Consumer Products Ltd.,2025,2025-09-29,-0.087111801242236,Ganesh_Consumer_Products_Ltd_,162774,25392,66,66,0,,False,1,5,0,4,0,1,0,0,5,0,7,6,0,0,0,ok,ok
Atlanta Electricals Ltd.,2025,2025-09-29,0.0919761273209549,Atlanta_Electricals_Ltd_,30104,4750,12,12,0,,False,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,ok_D_reversed,ok_patched
Solarworld Energy Solutions Ltd.,2025,2025-09-30,-0.0792022792022792,Solarworld_Energy_Solutions_Ltd_,181664,28001,76,76,0,,False,0,3,5,11,0,1,0,0,4,0,14,4,0,0,1,ok,ok
Jaro Institute of Technology Management & Research Ltd.,2025,2025-09-30,-0.1628651685393259,Jaro_Institute_of_Technology_Management___Research_Ltd_,182026,27969,71,72,1,52,False,0,11,9,0,0,0,0,3,7,0,11,6,2,0,0,ok,ok
Seshaasai Technologies Ltd.,2025,2025-09-30,-0.0271867612293144,Seshaasai_Technologies_Ltd_,170105,26442,78,78,0,,False,0,1,4,2,0,1,0,9,3,0,8,3,0,0,0,ok,ok
Anand Rathi Share & Stock Brokers Ltd.,2025,2025-09-30,0.0764492753623187,Anand_Rathi_Share___Stock_Brokers_Ltd_,17002,2611,9,9,0,,False,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,ok,ok
BMW Ventures Ltd.,2025,2025-10-01,-0.2323232323232323,BMW_Ventures_Ltd_,198216,30854,2,2,0,,False,0,5,0,1,0,0,0,0,6,0,5,5,0,2,0,ok,ok
Epack Prefab Technologies Ltd.,2025,2025-10-01,-0.063235294117647,Epack_Prefab_Technologies_Ltd_,197942,30384,66,66,0,,False,1,3,0,0,0,1,0,0,7,0,5,10,2,0,0,ok,ok
Jain Resource Recycling Ltd.,2025,2025-10-01,0.3717672413793103,Jain_Resource_Recycling_Ltd_,218351,33584,91,91,0,,False,0,5,14,0,0,2,1,0,12,0,12,8,0,2,0,ok,ok
Jinkushal Industries Ltd.,2025,2025-10-03,0.0049586776859503,Jinkushal_Industries_Ltd_,170100,25423,78,78,0,,False,11,4,1,2,0,1,0,0,7,0,10,1,0,4,0,ok,ok
Trualt Bioenergy Ltd.,2025,2025-10-03,0.0702620967741936,Trualt_Bioenergy_Ltd_,241606,37418,87,87,0,,False,0,7,3,2,0,16,0,4,0,0,10,6,0,0,0,ok,ok
Pace Digitek Ltd.,2025,2025-10-06,-0.0068493150684931,Pace_Digitek_Ltd_,175002,27082,82,82,0,,False,0,8,15,0,0,2,0,0,9,0,9,7,9,0,0,ok,ok
Fabtech Technologies Ltd.,2025,2025-10-07,-0.0455497382198952,Fabtech_Technologies_Ltd_,267058,41644,93,93,0,,False,1,12,0,1,0,0,0,0,5,0,9,6,0,0,0,ok,ok
Glottis Ltd.,2025,2025-10-07,-0.35,Glottis_Ltd_,226379,35261,79,80,1,38,False,0,12,5,0,0,0,0,0,7,0,10,8,10,1,0,ok,ok
Om Freight Forwarders Ltd.,2025,2025-10-08,-0.3585185185185185,Om_Freight_Forwarders_Ltd_,185607,28275,101,101,0,,False,6,3,6,0,0,1,0,0,6,0,8,8,0,1,0,ok,ok
Advance Agrolife Ltd.,2025,2025-10-08,0.0823,Advance_Agrolife_Ltd_,198099,29887,91,91,0,,False,9,10,0,2,0,1,0,1,7,0,13,6,0,4,0,ok,ok
WeWork India Management Ltd.,2025,2025-10-10,-0.0358796296296296,WeWork_India_Management_Ltd_,279926,43881,88,88,0,,False,14,9,0,0,0,32,0,3,17,1,11,22,6,1,0,ok,ok
Tata Capital Ltd.,2025,2025-10-13,0.0134969325153373,Tata_Capital_Ltd_,249760,39225,85,85,0,,False,1,6,0,0,0,3,0,1,9,0,4,5,2,8,7,ok,ok
LG Electronics India Ltd.,2025,2025-10-14,0.4819298245614036,LG_Electronics_India_Ltd_,301410,46247,94,94,0,,False,12,6,0,4,0,1,0,2,29,1,11,15,12,15,0,ok,ok
Canara Robeco Asset Management Co.Ltd.,2025,2025-10-16,0.1287593984962406,Canara_Robeco_Asset_Management_Co_Ltd_,199857,31066,68,83,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",False,0,12,0,0,0,2,0,4,10,0,10,6,1,2,0,ok,ok
Rubicon Research Ltd.,2025,2025-10-16,0.2937113402061856,Rubicon_Research_Ltd_,268812,41278,91,91,0,,False,0,3,3,2,0,1,0,1,8,0,6,4,0,0,0,ok,ok
Canara HSBC Life Insurance Co.Ltd.,2025,2025-10-17,0.0518867924528301,Canara_HSBC_Life_Insurance_Co_Ltd_,247657,37787,87,87,0,,False,6,15,0,0,0,2,0,0,6,0,7,10,2,4,0,ok,ok
Midwest Ltd.,2025,2025-10-24,0.0714553990610327,Midwest_Ltd_,191475,29633,76,76,0,,False,3,7,5,0,0,2,0,1,8,0,12,11,2,0,0,ok,ok
Orkla India Ltd.,2025,2025-11-06,-0.0227397260273972,Orkla_India_Ltd_,221164,34276,84,84,0,,False,1,8,0,3,0,0,0,0,5,0,6,8,14,0,0,ok,ok
Studds Accessories Ltd.,2025,2025-11-07,-0.0419658119658118,Studds_Accessories_Ltd_,167920,26084,78,78,0,,False,0,5,0,1,0,1,0,0,9,0,6,5,0,0,0,ok,ok
Lenskart Solutions Ltd.,2025,2025-11-10,0.0032338308457711,Lenskart_Solutions_Ltd_,261939,39542,88,88,0,,False,2,8,0,0,0,2,0,0,10,1,6,7,1,0,0,ok,ok
Billionbrains Garage Ventures Ltd.,2025,2025-11-12,0.3093999999999999,Billionbrains_Garage_Ventures_Ltd_,192267,29676,77,77,0,,False,3,14,0,0,0,4,1,0,9,2,4,6,1,0,0,ok,ok
Pine Labs Ltd.,2025,2025-11-14,0.13710407239819,Pine_Labs_Ltd_,267973,41007,90,90,0,,False,3,10,5,0,0,2,0,1,16,0,6,7,4,9,0,ok,ok
Emmvee Photovoltaic Power Ltd.,2025,2025-11-18,0.0094470046082949,Emmvee_Photovoltaic_Power_Ltd_,227729,35346,88,88,0,,False,0,7,4,1,0,7,0,8,6,0,7,3,0,0,0,ok,ok
PhysicsWallah Ltd.,2025,2025-11-18,0.4238532110091742,PhysicsWallah_Ltd_,267608,41813,80,80,0,,False,1,3,0,0,0,2,2,9,11,0,6,16,15,0,3,ok,ok
Tenneco Clean Air India Ltd.,2025,2025-11-19,0.2372795969773299,Tenneco_Clean_Air_India_Ltd_,243691,37319,77,77,0,,False,1,8,9,4,0,2,0,5,11,0,8,14,0,0,0,ok,ok
Fujiyama Power Systems Ltd.,2025,2025-11-20,-0.0861842105263158,Fujiyama_Power_Systems_Ltd_,206842,32103,85,85,0,,False,0,8,0,3,0,1,0,1,7,1,11,4,1,2,0,ok,ok
Capillary Technologies India Ltd.,2025,2025-11-21,0.0518197573656845,Capillary_Technologies_India_Ltd_,311545,47850,96,97,1,47,False,1,6,12,0,0,2,0,1,8,0,8,6,0,0,0,ok,ok
Excelsoft Technologies Ltd.,2025,2025-11-26,0.0495833333333333,Excelsoft_Technologies_Ltd_,222289,34456,93,93,0,,False,8,9,4,0,0,0,0,0,3,0,7,12,0,3,0,ok,ok
Sudeep Pharma Ltd.,2025,2025-11-28,0.3047217537942665,Sudeep_Pharma_Ltd_,187792,29032,79,80,1,15,False,0,7,1,6,0,17,0,0,0,0,15,2,0,0,3,ok,ok
Meesho Ltd.,2025,2025-12-10,0.5333333333333332,Meesho_Ltd_,183287,28197,73,74,1,1,False,3,6,0,0,0,2,0,0,14,0,5,10,4,0,0,ok,ok
Aequs Ltd.,2025,2025-12-10,0.2217741935483871,Aequs_Ltd_,210275,32377,73,73,0,,False,0,6,0,0,0,1,0,7,13,0,9,5,0,2,2,ok,ok
Vidya Wires Ltd.,2025,2025-12-10,0.0219230769230769,Vidya_Wires_Ltd_,145851,22769,75,75,0,,False,0,2,2,10,0,1,0,0,9,0,8,5,1,0,0,ok,ok
Wakefit Innovations Ltd.,2025,2025-12-15,-0.0138461538461537,Wakefit_Innovations_Ltd_,183534,28538,72,72,0,,False,1,3,0,0,0,1,0,0,3,1,0,2,2,2,0,ok,ok
Corona Remedies Ltd.,2025,2025-12-15,0.3532956685499059,Corona_Remedies_Ltd_,245594,37751,86,86,0,,False,0,12,0,0,0,1,0,0,1,0,1,8,0,0,0,ok,ok
